# Time,H3_IPR,Cubic_IPR
1.535070140280561013e+01,4.594179494322333523e-01,9.708096383666449392e-02
1.539078156312625190e+01,4.599932787624212427e-01,1.042825459877251004e-01
1.543086172344689366e+01,4.631673873045150658e-01,1.112437371127405344e-01
1.547094188376753365e+01,4.668510037587309536e-01,1.178353463163914899e-01
1.551102204408817542e+01,4.685186561430745300e-01,1.239347006640341420e-01
1.555110220440881719e+01,4.661133870459581163e-01,1.294302834861801588e-01
1.559118236472945895e+01,4.589126244228881601e-01,1.342258364726079956e-01
1.563126252505009894e+01,4.478678433111487056e-01,1.382436821750238631e-01
1.567134268537074071e+01,4.352135826277999664e-01,1.414270887868221416e-01
1.571142284569138248e+01,4.235722125697363172e-01,1.437415771982464563e-01
1.575150300601202424e+01,4.150130444660573015e-01,1.451751507008858244e-01
1.579158316633266423e+01,4.104571759101975359e-01,1.457375001609300669e-01
1.583166332665330600e+01,4.095636619048882432e-01,1.454582966393234145e-01
1.587174348697394777e+01,4.109920086537962036e-01,1.443847295231040495e-01
1.591182364729458776e+01,4.128646380154304962e-01,1.425784810289125182e-01
1.595190380761522952e+01,4.133172853998668406e-01,1.401123487236058673e-01
1.599198396793587129e+01,4.110815607538714778e-01,1.370667365500519708e-01
1.603206412825651128e+01,4.059473214221147597e-01,1.335262274302800034e-01
1.607214428857715305e+01,3.988267402145690421e-01,1.295764274077171874e-01
1.611222444889779482e+01,3.913130714112643682e-01,1.253012330603096580e-01
1.615230460921843658e+01,3.849866199116117604e-01,1.207806240877388193e-01
1.619238476953907835e+01,3.808468111649273014e-01,1.160890299656888169e-01
1.623246492985972012e+01,3.790467377405646876e-01,1.112942681285336299e-01
1.627254509018035833e+01,3.789161802191667316e-01,1.064570077454767560e-01
1.631262525050100010e+01,3.792119307804384665e-01,1.016306801739244869e-01
1.635270541082164186e+01,3.785296828811874903e-01,9.686173626534091974e-02
1.639278557114228363e+01,3.757875885495641222e-01,9.219014220586194130e-02
1.643286573146292540e+01,3.706560604594335007e-01,8.765000915720211339e-02
1.647294589178356716e+01,3.637782630071209611e-01,8.327026618447816442e-02
1.651302605210420893e+01,3.566463142038354128e-01,7.907530781888469362e-02
1.655310621242485070e+01,3.511057948725178068e-01,7.508557232803814152e-02
1.659318637274548891e+01,3.486613855778005755e-01,7.131802963251167304e-02
1.663326653306613068e+01,3.498991200054663020e-01,6.778657469745531794e-02
1.667334669338677244e+01,3.542652479087726181e-01,6.450233200853908166e-02
1.671342685370741421e+01,3.602401207626704238e-01,6.147388090566512781e-02
1.675350701402805598e+01,3.658152416707746157e-01,5.870741283037280572e-02
1.679358717434869774e+01,3.691216742704631071e-01,5.620683324226280475e-02
1.683366733466933951e+01,3.690054163469230208e-01,5.397382390304633626e-02
1.687374749498997772e+01,3.653534703683743445e-01,5.200788452635388137e-02
1.691382765531061949e+01,3.590444295171633105e-01,5.030637394208978957e-02
1.695390781563126126e+01,3.515486275369643643e-01,4.886456767219263947e-02
1.699398797595190302e+01,3.443657235995840615e-01,4.767574038307920148e-02
1.703406813627254479e+01,3.385276312897697037e-01,4.673126981943351993e-02
1.707414829659318656e+01,3.343154549717202717e-01,4.602074658529947682e-02
1.711422845691382832e+01,3.312329623225904185e-01,4.553206537686506350e-02
1.715430861723446654e+01,3.282195873817601028e-01,4.525147091084001649e-02
1.719438877755510831e+01,3.240514841854819084e-01,4.516353712191226166e-02
1.723446893787575007e+01,3.178332197554377125e-01,4.525107132264286763e-02
1.727454909819639184e+01,3.094080379626414912e-01,4.549495478488669448e-02
1.731462925851703361e+01,2.994906350058263445e-01,4.587395562226219414e-02
1.735470941883767537e+01,2.894796160050392420e-01,4.636457602274871026e-02
1.739478957915831714e+01,2.810429361835493633e-01,4.694101883081423093e-02
1.743486973947895891e+01,2.756421709318413460e-01,4.757537181798931342e-02
1.747494989979959712e+01,2.741543376722427316e-01,4.823810441247683434e-02
1.751503006012023889e+01,2.766626565735776366e-01,4.889894607593016362e-02
1.755511022044088065e+01,2.824288826623664317e-01,4.952816719194628320e-02
1.759519038076152242e+01,2.900588545196991497e-01,5.009821804275547269e-02
1.763527054108216419e+01,2.978574800148701684e-01,5.058561049449072922e-02
1.767535070140280595e+01,3.043138706442906072e-01,5.097286428933352209e-02
1.771543086172344772e+01,3.085604868276646262e-01,5.125029755893366346e-02
1.775551102204408593e+01,3.105830360333420304e-01,5.141742675428800230e-02
1.779559118236472770e+01,3.110626194342906992e-01,5.148375608563360295e-02
1.783567134268536947e+01,3.109621647871256833e-01,5.146877816848352549e-02
1.787575150300601123e+01,3.110886244776372433e-01,5.140107147327177550e-02
1.791583166332665300e+01,3.117873975138220066e-01,5.131646196126908588e-02
1.795591182364729477e+01,3.128205695752265258e-01,5.125531121054431594e-02
1.799599198396793653e+01,3.134596868986547769e-01,5.125909433389455594e-02
1.803607214428857475e+01,3.127766563816986034e-01,5.136652722161288293e-02
1.807615230460921651e+01,3.100208212424868659e-01,5.160958008131942554e-02
1.811623246492985828e+01,3.049092804100116960e-01,5.200975874226562712e-02
1.815631262525050005e+01,2.977418989145948491e-01,5.257503735162068204e-02
1.819639278557114181e+01,2.893655060302617876e-01,5.329778342242640077e-02
1.823647294589178358e+01,2.809782612410980374e-01,5.415393559476767982e-02
1.827655310621242535e+01,2.737474503481567289e-01,5.510358645263044308e-02
1.831663326653306711e+01,2.683590773326952061e-01,5.609300004482468960e-02
1.835671342685370533e+01,2.647402741163603079e-01,5.705796656243265763e-02
1.839679358717434710e+01,2.621068917694232558e-01,5.792827315547963152e-02
1.843687374749498886e+01,2.592931724674541472e-01,5.863295834106973387e-02
1.847695390781563063e+01,2.552341565973884063e-01,5.910592790864090118e-02
1.851703406813627240e+01,2.494334727036754407e-01,5.929145504475213935e-02
1.855711422845691416e+01,2.422234657806974778e-01,5.914907789309100522e-02
1.859719438877755593e+01,2.346800772041115202e-01,5.865744958186292629e-02
1.863727454909819414e+01,2.282330401310428691e-01,5.781678599671731533e-02
1.867735470941883591e+01,2.241968062866667166e-01,5.664968229355720614e-02
1.871743486973947768e+01,2.234158898314534680e-01,5.520021284754848823e-02
1.875751503006011944e+01,2.260671438168931346e-01,5.353137334405723424e-02
1.879759519038076121e+01,2.316301145259412053e-01,5.172105531662250788e-02
1.883767535070140298e+01,2.390466824585368855e-01,4.985685625810652721e-02
1.887775551102204474e+01,2.470162888679007795e-01,4.803011962545859770e-02
1.891783567134268296e+01,2.543184252311941895e-01,4.632966556150008852e-02
1.895791583166332472e+01,2.600978106202114781e-01,4.483570923152641052e-02
1.899799599198396649e+01,2.640756760404887604e-01,4.361446100551204241e-02
1.903807615230460826e+01,2.666125957553692194e-01,4.271385482608068551e-02
1.907815631262525002e+01,2.685405917770639639e-01,4.216075755541827397e-02
1.911823647294589179e+01,2.707732768774236964e-01,4.195988058353933292e-02
1.915831663326653356e+01,2.738477892483756615e-01,4.209446123456060673e-02
1.919839679358717532e+01,2.776003714988726778e-01,4.252862447729278267e-02
1.923847695390781354e+01,2.811201245649456726e-01,4.321119214035462619e-02
1.927855711422845530e+01,2.830200091481470115e-01,4.408059130969724931e-02
1.931863727454909707e+01,2.819564609721558757e-01,4.507043164894867365e-02
1.935871743486973884e+01,2.771915965535015069e-01,4.611527916163379870e-02
1.939879759519038060e+01,2.689485039404880817e-01,4.715615054881697188e-02
1.943887775551102237e+01,2.583966016572844526e-01,4.814528921521570720e-02
1.947895791583166414e+01,2.472674361544642541e-01,4.904985788444465866e-02
1.951903807615230235e+01,2.372785766934481788e-01,4.985428613396986758e-02
1.955911823647294412e+01,2.296253459562714871e-01,5.056113362604364170e-02
1.959919839679358589e+01,2.247215147520770784e-01,5.119045662137309410e-02
1.963927855711422765e+01,2.222299001700605570e-01,5.177778319916427618e-02
1.967935871743486942e+01,2.213176083526996463e-01,5.237090116149240027e-02
1.971943887775551119e+01,2.210188524009500388e-01,5.302573604080443315e-02
1.975951903807615295e+01,2.205921305794808773e-01,5.380164443231695570e-02
1.979959919839679117e+01,2.197923625978440709e-01,5.475647038345177881e-02
1.983967935871743293e+01,2.189840461388142256e-01,5.594171328220221007e-02
1.987975951903807470e+01,2.190625204726234232e-01,5.739813572205398201e-02
1.991983967935871647e+01,2.211926402417972726e-01,5.915210062424287180e-02
1.995991983967935823e+01,2.263699074441145875e-01,6.121287195970320089e-02
2.000000000000000000e+01,2.348954293393884507e-01,6.357104382011770360e-02
